Date,Lake,Site,Lat,Long,Cyclops abyssorum (adults + copepodites I-V) ind/L,Cyclopidae nauplii ind/L,Cyclops vicinus (adults + copepodites I-V) ind/L,Copedods - Misc. ind/l,Eudiaptomus gracilis (adults + copepodites I-V) ind/L,Eudiaptomus nauplii ind/L,Daphnia hyalina ind/L,Bosmina longirostris ind/L,Bythotrephes longimanus ind/L,Leptodora kindtii ind/L,Chydoridae ind/L,Cyclopidae (total no. of Cyclopidae adults & copepodites I-V incl. C.abyssorum & C.vicinus) ind/L,Polyphemus pediculus ind/L,Ceriodaphnia sp. ind/L,Sampling method
23/1/1996,Loch Leven,Reed Bower,56.193745,-3.395932,1,1.5,0,0,2.2,2.2,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
6/2/1996,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/3/1996,Loch Leven,Reed Bower,56.193745,-3.395932,0.3,0,0,0,0.3,0.1,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/3/1996,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/4/1996,Loch Leven,Reed Bower,56.193745,-3.395932,1.5,2.5,0,0,0.3,0.3,0.1,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/4/1996,Loch Leven,Reed Bower,56.193745,-3.395932,0.6,5.9,0.1,0,0.4,0.3,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
23/4/1996,Loch Leven,Reed Bower,56.193745,-3.395932,1.5,5.3,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
30/4/1996,Loch Leven,Reed Bower,56.193745,-3.395932,2.8,6.5,0.3,0,0,0.4,0.1,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
14/5/1996,Loch Leven,Reed Bower,56.193745,-3.395932,0.9,1.6,0.1,0,0,0,0.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
28/5/1996,Loch Leven,Reed Bower,56.193745,-3.395932,36,20.3,0,0,3.4,0.6,8.5,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
4/6/1996,Loch Leven,Reed Bower,56.193745,-3.395932,6.5,0.6,0.1,0,1.9,0.1,3.2,0,0,0.1,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
11/6/1996,Loch Leven,Reed Bower,56.193745,-3.395932,7.3,0.4,0,0,2.6,0,5.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
18/6/1996,Loch Leven,Reed Bower,56.193745,-3.395932,1.5,0.3,0,0,1.8,0.6,4,0,0,0.1,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
25/6/1996,Loch Leven,Reed Bower,56.193745,-3.395932,0.9,0.1,0,0,6.5,2.5,17.3,0,0.1,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/7/1996,Loch Leven,Reed Bower,56.193745,-3.395932,0.3,0.7,0,0,1.6,1.9,0.9,0,0.1,0.1,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/7/1996,Loch Leven,Reed Bower,56.193745,-3.395932,0.1,2.1,0,0,1.3,6,0,0,0,0.1,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/7/1996,Loch Leven,Reed Bower,56.193745,-3.395932,0.1,2.4,0,0,0.4,1.5,0.4,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/7/1996,Loch Leven,Reed Bower,56.193745,-3.395932,0.1,3.5,0,0,1.9,4.7,4.1,0,0,0.9,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
30/7/1996,Loch Leven,Reed Bower,56.193745,-3.395932,1.8,1.8,0,0,6.3,2.4,5.7,0,0,0.4,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
6/8/1996,Loch Leven,Reed Bower,56.193745,-3.395932,2.1,0.3,0,0,3.8,0.1,1.2,0,0,0.3,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
13/8/1996,Loch Leven,Reed Bower,56.193745,-3.395932,0.9,0.1,0,0,0.6,0,2.5,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
20/8/1996,Loch Leven,Reed Bower,56.193745,-3.395932,0.6,2.2,0,0,0.6,5.1,2.1,0,0.4,0,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
27/8/1996,Loch Leven,Reed Bower,56.193745,-3.395932,7.2,7.8,0,0,1.5,8.4,30.4,0.1,0,0.1,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/9/1996,Loch Leven,Reed Bower,56.193745,-3.395932,5.3,14.2,0,0,2.4,2.1,5.7,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
10/9/1996,Loch Leven,Reed Bower,56.193745,-3.395932,8.8,23.9,0,0,10.4,4.6,32.5,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/9/1996,Loch Leven,Reed Bower,56.193745,-3.395932,4.8,14.1,0,0,6.8,1.2,9.7,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/9/1996,Loch Leven,Reed Bower,56.193745,-3.395932,17.6,10.1,0,0.1,4.4,1.8,23.7,0,0,0,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
1/10/1996,Loch Leven,Reed Bower,56.193745,-3.395932,7.3,9.3,0,0,2.9,0.3,7.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
8/10/1996,Loch Leven,Reed Bower,56.193745,-3.395932,3.1,7.8,0,0,2.9,0.1,1.2,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/10/1996,Loch Leven,Reed Bower,56.193745,-3.395932,10.3,46,0,0,4.1,3.1,21,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/11/1996,Loch Leven,Reed Bower,56.193745,-3.395932,6.5,29.2,0,0,4.7,5.4,10.4,0,0,0,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/11/1996,Loch Leven,Reed Bower,56.193745,-3.395932,2.8,11.9,0,0,1.9,1.3,3.4,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/12/1996,Loch Leven,Reed Bower,56.193745,-3.395932,2.6,23.4,0,0,2.2,5,4.3,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/12/1996,Loch Leven,Reed Bower,56.193745,-3.395932,0.6,7.9,0,0,0.4,0.6,1.3,0,0,0,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
28/1/1997,Loch Leven,Reed Bower,56.193745,-3.395932,6.8,17.3,0,0,0.9,0.3,0.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
11/2/1997,Loch Leven,Reed Bower,56.193745,-3.395932,7.8,15.4,0,0,0.4,0.9,1.8,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
11/3/1997,Loch Leven,Reed Bower,56.193745,-3.395932,9.3,9.8,0,0,0.3,1.9,1,0,0,0,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
25/3/1997,Loch Leven,Reed Bower,56.193745,-3.395932,19,36.1,0,0,1.3,2.1,1.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
8/4/1997,Loch Leven,Reed Bower,56.193745,-3.395932,15.9,34.4,0,0,1.3,3.7,1.5,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/4/1997,Loch Leven,Reed Bower,56.193745,-3.395932,14.7,22.8,0,0,0.4,0.1,0.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
6/5/1997,Loch Leven,Reed Bower,56.193745,-3.395932,24.5,48.6,0,0,1.9,2.5,1.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
20/5/1997,Loch Leven,Reed Bower,56.193745,-3.395932,71.2,30,0,0,5.4,1.5,6.2,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/6/1997,Loch Leven,Reed Bower,56.193745,-3.395932,76.2,2.5,0,0,3.8,4,30.4,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
10/6/1997,Loch Leven,Reed Bower,56.193745,-3.395932,30.8,1.2,0,0,0.7,0.4,6.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/6/1997,Loch Leven,Reed Bower,56.193745,-3.395932,72.3,1.6,0,0.1,7.2,7.2,19.1,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/6/1997,Loch Leven,Reed Bower,56.193745,-3.395932,31.6,1.2,0,0,5.9,1.6,38.6,0,0.4,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
1/7/1997,Loch Leven,Reed Bower,56.193745,-3.395932,31,7.8,0,0.1,3.4,2.9,18.4,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
8/7/1997,Loch Leven,Reed Bower,56.193745,-3.395932,23.2,0.4,0,0,4.1,1.8,7.2,0,0.1,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
15/7/1997,Loch Leven,Reed Bower,56.193745,-3.395932,0.9,0.3,0,0,3.2,5.9,3.5,0,0.3,0.1,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/7/1997,Loch Leven,Reed Bower,56.193745,-3.395932,1.8,0.1,0,0,2.2,1.8,6.9,0,0.6,0.4,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
29/7/1997,Loch Leven,Reed Bower,56.193745,-3.395932,7.6,2.4,0,0,3.5,4.4,9.1,0,0,0.6,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/8/1997,Loch Leven,Reed Bower,56.193745,-3.395932,2.1,0.6,0,0,0.9,0.3,18.2,0,0.1,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/8/1997,Loch Leven,Reed Bower,56.193745,-3.395932,3.2,1.9,0,0,1.9,0,36.1,0,0.3,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/8/1997,Loch Leven,Reed Bower,56.193745,-3.395932,7.8,0.6,0,0,0.6,0.1,24.2,0,0,0.3,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
26/8/1997,Loch Leven,Reed Bower,56.193745,-3.395932,6.2,17.3,0,0,1.3,0.3,3.8,0,0,0.1,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/9/1997,Loch Leven,Reed Bower,56.193745,-3.395932,1,5.6,0,0,0.1,0.4,5.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/9/1997,Loch Leven,Reed Bower,56.193745,-3.395932,3.4,16.7,0,0,0.7,0,33.5,0,0,0,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/9/1997,Loch Leven,Reed Bower,56.193745,-3.395932,1.3,9.7,0,0,0.1,0,14.4,0,0,0,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
23/9/1997,Loch Leven,Reed Bower,56.193745,-3.395932,7.3,4.4,0,0,0.1,0,48.6,0,0,0,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
30/9/1997,Loch Leven,Reed Bower,56.193745,-3.395932,3.1,8.4,0,0,0,0.4,2.1,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/10/1997,Loch Leven,Reed Bower,56.193745,-3.395932,26.7,19.4,0,0,0.3,0.9,4.4,0,0,0,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
4/11/1997,Loch Leven,Reed Bower,56.193745,-3.395932,19.4,12.5,0,0,0.3,0,5.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
18/11/1997,Loch Leven,Reed Bower,56.193745,-3.395932,5.6,0.9,0,0,0.1,0,1.5,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
15/12/1997,Loch Leven,Reed Bower,56.193745,-3.395932,4.3,1.9,0,0,0.4,0.7,1.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
13/1/1998,Loch Leven,Reed Bower,56.193745,-3.395932,2.2,2.8,0,0,0.1,1,0.3,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
27/1/1998,Loch Leven,Reed Bower,56.193745,-3.395932,0.7,4,0,0,0,0.6,0.1,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
10/2/1998,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/2/1998,Loch Leven,Reed Bower,56.193745,-3.395932,5,25.6,0.4,0,2.2,2.6,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
10/3/1998,Loch Leven,Reed Bower,56.193745,-3.395932,6,23.4,0.3,0,1.2,1.3,1,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/3/1998,Loch Leven,Reed Bower,56.193745,-3.395932,30.6,91.1,0.6,0,4.1,4.3,2.1,0,0,0,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
31/3/1998,Loch Leven,Reed Bower,56.193745,-3.395932,29.2,55.7,1,0,2.6,4,0.7,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/4/1998,Loch Leven,Reed Bower,56.193745,-3.395932,33.8,46.1,2.5,0,3.1,1.2,1.2,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
14/4/1998,Loch Leven,Reed Bower,56.193745,-3.395932,61.1,38,1.6,0,6.3,1,2.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
21/4/1998,Loch Leven,Reed Bower,56.193745,-3.395932,37.6,18.2,2.4,0,5.4,0.3,4.3,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
28/4/1998,Loch Leven,Reed Bower,56.193745,-3.395932,13.7,11.2,2.2,0,3.5,0.7,4.4,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/5/1998,Loch Leven,Reed Bower,56.193745,-3.395932,25.1,27.2,1,0,3.4,1.3,5.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
13/5/1998,Loch Leven,Reed Bower,56.193745,-3.395932,8.7,19.5,0.1,0,2.1,1.3,9.4,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/5/1998,Loch Leven,Reed Bower,56.193745,-3.395932,28.5,8.4,0,0,1.3,2.8,17.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
26/5/1998,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/6/1998,Loch Leven,Reed Bower,56.193745,-3.395932,22.5,22.5,0,0,5.3,1.9,32.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/6/1998,Loch Leven,Reed Bower,56.193745,-3.395932,23.1,40.7,0,0,6.6,3.5,11.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/6/1998,Loch Leven,Reed Bower,56.193745,-3.395932,22.3,42.5,0,0,6,4,7.8,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
23/6/1998,Loch Leven,Reed Bower,56.193745,-3.395932,37.8,36.1,0,0,6.8,7.2,13.1,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
30/6/1998,Loch Leven,Reed Bower,56.193745,-3.395932,23.8,27.6,0,0,8.4,6.9,15.8,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/7/1998,Loch Leven,Reed Bower,56.193745,-3.395932,22.5,9.6,0,0,6.5,5.9,1.5,0,0,0,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
14/7/1998,Loch Leven,Reed Bower,56.193745,-3.395932,18.5,21.5,0,0,12.9,7.1,4.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
21/7/1998,Loch Leven,Reed Bower,56.193745,-3.395932,3.8,12.5,0,0,7.2,6,3.8,0,0,0,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
28/7/1998,Loch Leven,Reed Bower,56.193745,-3.395932,13.1,19,0,0,9.4,4.1,6.6,0,0,0.1,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
4/8/1998,Loch Leven,Reed Bower,56.193745,-3.395932,11,12.6,0,0,9.6,3.1,9.3,0,0.1,0.1,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
11/8/1998,Loch Leven,Reed Bower,56.193745,-3.395932,0.7,1,0,0,0.9,1.2,7.4,0,0.1,0.3,0.3,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
18/8/1998,Loch Leven,Reed Bower,56.193745,-3.395932,10.4,6.9,0,0,7.6,6,1.9,0,0.1,0.4,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
25/8/1998,Loch Leven,Reed Bower,56.193745,-3.395932,10.9,25.9,0,0,11.3,5.9,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
8/9/1998,Loch Leven,Reed Bower,56.193745,-3.395932,1.3,4.6,0,0,2.2,3.8,0,0,0,0.3,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
29/9/1998,Loch Leven,Reed Bower,56.193745,-3.395932,13.2,10.4,0,0,7.2,5.9,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
6/10/1998,Loch Leven,Reed Bower,56.193745,-3.395932,17.2,27,0,0,13.1,9.4,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
20/10/1998,Loch Leven,Reed Bower,56.193745,-3.395932,43.2,32.3,0,0,5.1,6.6,0,0,0,0.1,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/11/1998,Loch Leven,Reed Bower,56.193745,-3.395932,16.8,26.6,0,0,12.8,12.3,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/11/1998,Loch Leven,Reed Bower,56.193745,-3.395932,19.5,22.5,0,0,10.7,10,0,0,0,0,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
1/12/1998,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
8/12/1998,Loch Leven,Reed Bower,56.193745,-3.395932,13.4,12.6,0,0,9.2,5.9,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
31/12/1998,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/1/1999,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/1/1999,Loch Leven,Reed Bower,56.193745,-3.395932,6,8.8,0,0,5.4,2.5,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/2/1999,Loch Leven,Reed Bower,56.193745,-3.395932,3.7,5.6,0,0,1.5,0.6,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/2/1999,Loch Leven,Reed Bower,56.193745,-3.395932,4.6,4.3,0.1,0,1.8,1.9,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
23/2/1999,Loch Leven,Reed Bower,56.193745,-3.395932,9.1,7.1,0.1,0,2.6,3.8,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/3/1999,Loch Leven,Reed Bower,56.193745,-3.395932,6.2,8.4,0.4,0,3.8,1.8,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
23/3/1999,Loch Leven,Reed Bower,56.193745,-3.395932,8.7,17,0.3,0,3.4,3.5,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
31/3/1999,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
6/4/1999,Loch Leven,Reed Bower,56.193745,-3.395932,15.3,46.7,0.6,0,5.3,17.2,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
14/4/1999,Loch Leven,Reed Bower,56.193745,-3.395932,25.1,58,0.6,0,9.5,10.4,0,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
20/4/1999,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
27/4/1999,Loch Leven,Reed Bower,56.193745,-3.395932,26.7,12.8,0,0,5.7,3.2,0.1,0,0,0,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/5/1999,Loch Leven,Reed Bower,56.193745,-3.395932,38.3,48,0,0,13.7,5.4,0.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
11/5/1999,Loch Leven,Reed Bower,56.193745,-3.395932,26.1,103.1,0,0,19.7,4.1,0.4,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
18/5/1999,Loch Leven,Reed Bower,56.193745,-3.395932,40.8,71.1,0,0,9.5,3.7,0.3,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
25/5/1999,Loch Leven,Reed Bower,56.193745,-3.395932,68.9,100,0,0,24.8,8.7,4.4,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
1/6/1999,Loch Leven,Reed Bower,56.193745,-3.395932,67.9,70.8,0,0.1,15,11.6,2.9,0,0,0.1,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
8/6/1999,Loch Leven,Reed Bower,56.193745,-3.395932,95.6,39.4,0,0.1,13.1,11.8,5.1,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
15/6/1999,Loch Leven,Reed Bower,56.193745,-3.395932,52.1,30.6,0,0.1,23.2,18.1,16.6,0,0.1,0.1,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/6/1999,Loch Leven,Reed Bower,56.193745,-3.395932,30.6,8.2,0,0,12.9,3.8,18.2,0,0,0.3,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
29/6/1999,Loch Leven,Reed Bower,56.193745,-3.395932,15.3,6.8,0,0,19.5,3.8,26.4,0,0.3,0.1,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
6/7/1999,Loch Leven,Reed Bower,56.193745,-3.395932,3.4,1.2,0,0.3,1.9,1.8,19.8,0,0,0.1,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
13/7/1999,Loch Leven,Reed Bower,56.193745,-3.395932,2.1,0,0,0,6.5,4.4,12.2,0,0.1,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
20/7/1999,Loch Leven,Reed Bower,56.193745,-3.395932,2.4,9.1,0,0,9.3,31.9,2.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
27/7/1999,Loch Leven,Reed Bower,56.193745,-3.395932,1.5,0.3,0,0,4.3,1.2,10.1,0,0,0.3,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/8/1999,Loch Leven,Reed Bower,56.193745,-3.395932,4.1,3,0,0,13.2,1.6,23.4,0,0.3,0.3,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
10/8/1999,Loch Leven,Reed Bower,56.193745,-3.395932,7.9,0,0,0,6.6,0.3,22.5,0,0,0.4,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/8/1999,Loch Leven,Reed Bower,56.193745,-3.395932,4,0.1,0,0,14.8,0.1,2.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/8/1999,Loch Leven,Reed Bower,56.193745,-3.395932,1,2.1,0,0,5.9,5.9,0.7,0,0.3,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
