Date,Lake,Site,Lat,Long,Cyclops abyssorum (adults + copepodites I-V) ind/L,Cyclopidae nauplii ind/L,Cyclops vicinus (adults + copepodites I-V) ind/L,Copedods - Misc. ind/l,Eudiaptomus gracilis (adults + copepodites I-V) ind/L,Eudiaptomus nauplii ind/L,Daphnia hyalina ind/L,Bosmina longirostris ind/L,Bythotrephes longimanus ind/L,Leptodora kindtii ind/L,Chydoridae ind/L,Cyclopidae (total no. of Cyclopidae adults & copepodites I-V incl. C.abyssorum & C.vicinus) ind/L,Polyphemus pediculus ind/L,Ceriodaphnia sp. ind/L,Sampling method
20/12/2016,Loch Leven,Reed Bower,56.193745,-3.395932,0,6.6,4.5,#N/A,1.3,1.4,0,78.3,0,0,0.3,4.5,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
20/12/2016,Loch Leven,Sluices,56.18085,-3.334656,0,4.6,2.1,#N/A,2.1,0.8,0,82.1,0,0,0,2.1,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/1/2017,Loch Leven,Reed Bower,56.193745,-3.395932,0,3.7,2.9,#N/A,3,0.8,0,68.3,0,0,0.3,2.9,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/1/2017,Loch Leven,Sluices,56.18085,-3.334656,0,2.9,1.7,#N/A,0.4,0.4,0,84.6,0,0,0,1.7,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/1/2017,Loch Leven,Reed Bower,56.193745,-3.395932,0,4.1,1.3,#N/A,2.2,0.2,0,44.5,0,0,0.2,1.3,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/1/2017,Loch Leven,Sluices,56.18085,-3.334656,0,2.5,0,#N/A,0,0,0,19.6,0,0,0,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
31/1/2017,Loch Leven,Reed Bower,56.193745,-3.395932,0,9.2,2.5,#N/A,0.9,0.4,0,78.3,0,0,0.1,2.5,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
31/1/2017,Loch Leven,Sluices,56.18085,-3.334656,0,1.7,2.9,#N/A,2.5,0,0,40,0,0,0,2.9,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
14/2/2017,Loch Leven,Reed Bower,56.193745,-3.395932,0,5.7,1.2,#N/A,0.6,0.3,0.2,13.5,0,0,0.1,1.2,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
14/2/2017,Loch Leven,Sluices,56.18085,-3.334656,0,15.4,3.8,#N/A,0.8,0.4,0,26.3,0,0,0,3.8,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/3/2017,Loch Leven,Reed Bower,56.193745,-3.395932,0,23.1,4.8,#N/A,1.3,0.3,0.1,3,0,0,0,4.8,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/3/2017,Loch Leven,Sluices,56.18085,-3.334656,0,23.8,10,#N/A,2.9,0.4,0,10.8,0,0,2.5,10,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
14/3/2017,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
14/3/2017,Loch Leven,Sluices,56.18085,-3.334656,0,13.8,18.3,#N/A,2.1,0.4,0,23.3,0,0,0,18.3,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
27/3/2017,Loch Leven,Reed Bower,56.193745,-3.395932,0,41.1,23.6,#N/A,2.3,0.3,1.2,37.1,0,0,0.2,23.6,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
27/3/2017,Loch Leven,Sluices,56.18085,-3.334656,0,6.7,7.5,#N/A,0.8,0,0,17.5,0,0,1.7,7.5,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/4/2017,Loch Leven,Reed Bower,56.193745,-3.395932,0,43.2,31.6,#N/A,3.5,1.2,3,76.3,0,0,0.3,31.6,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/4/2017,Loch Leven,Sluices,56.18085,-3.334656,0,26.3,17.1,#N/A,2.1,0,0.8,66.7,0,0,0.8,17.1,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/4/2017,Loch Leven,Reed Bower,56.193745,-3.395932,0,44.7,48.8,#N/A,5.4,1.6,22.5,225.3,0,0,0.7,48.8,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/4/2017,Loch Leven,Sluices,56.18085,-3.334656,0,11.7,5,#N/A,0,0,5,65.8,0,0,0,5,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
8/5/2017,Loch Leven,Reed Bower,56.193745,-3.395932,0,5,2.2,#N/A,2.6,0.6,66.4,18.9,0,0,0,2.2,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
8/5/2017,Loch Leven,Sluices,56.18085,-3.334656,0,5.4,2.5,#N/A,0.4,0,4.2,14.6,0,0,0.8,2.5,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/5/2017,Loch Leven,Reed Bower,56.193745,-3.395932,1.5,9.5,0.3,#N/A,2.1,1.9,44.3,1.6,0,0,0,1.8,0.1,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/5/2017,Loch Leven,Sluices,56.18085,-3.334656,0,8.3,1.7,#N/A,1.7,2.9,35.4,2.1,0,0,0.4,1.7,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/6/2017,Loch Leven,Reed Bower,56.193745,-3.395932,0.2,0.6,0,#N/A,0.8,1.7,11.8,0.2,0.6,0.1,0.1,0.2,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/6/2017,Loch Leven,Sluices,56.18085,-3.334656,0,2.9,0,#N/A,0.8,2.1,4.6,0,0,0,0,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/6/2017,Loch Leven,Reed Bower,56.193745,-3.395932,0,0.5,0,#N/A,0.7,0.2,4.5,0,0,0,0,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/6/2017,Loch Leven,Sluices,56.18085,-3.334656,0,0.8,0,#N/A,0.4,0,2.1,0,0.4,0,0,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/7/2017,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,2.4,#N/A,#N/A,0.1,0,1,0,0.2,0.3,0.1,0.3,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/7/2017,Loch Leven,Sluices,56.18085,-3.334656,#N/A,1.7,#N/A,#N/A,0,0,0.4,0.4,0.4,0,0,0.4,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/7/2017,Loch Leven,Sluices,56.18085,-3.334656,0,0,0,#N/A,0,0,1.3,0.4,0,0,0.4,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
31/7/2017,Loch Leven,Reed Bower,56.193745,-3.395932,1,0.9,0,#N/A,2.2,0.1,0.1,0,0,0,0.1,1,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
31/7/2017,Loch Leven,Sluices,56.18085,-3.334656,0,0.8,0,#N/A,0.4,1.3,0,0,0,0,0.4,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
14/8/2017,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,1.9,#N/A,#N/A,2.6,0.5,1.4,0,0,0,0,1.6,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
28/8/2017,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,0.6,#N/A,#N/A,1,0.5,0.1,0.1,0,0.3,0,0.3,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
28/8/2017,Loch Leven,Sluices,56.18085,-3.334656,#N/A,1.7,#N/A,#N/A,1.3,0.4,0.4,0,0,0,0,0.8,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/9/2017,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,0.6,#N/A,#N/A,0.4,0.1,0,0.1,0,0,0.1,0.4,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/9/2017,Loch Leven,Sluices,56.18085,-3.334656,#N/A,2.1,#N/A,#N/A,0.4,0,0,0,0,0,1.3,0.4,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
25/9/2017,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,1.7,#N/A,#N/A,0.4,0,0,1.4,0,0,0.1,0.1,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
25/9/2017,Loch Leven,Sluices,56.18085,-3.334656,0,0.8,0,#N/A,0,0,0,0.4,0,0,0,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
10/10/2017,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,3.5,#N/A,#N/A,0.5,0.1,0,8.2,0,0,0.2,0.7,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
10/10/2017,Loch Leven,Sluices,56.18085,-3.334656,#N/A,1.3,#N/A,#N/A,0,0,0,1.3,0,0,0,0.4,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
23/10/2017,Loch Leven,Reed Bower,56.193745,-3.395932,0,2.2,1.9,#N/A,1.2,0,0.4,20.1,0,0,0.6,1.9,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
23/10/2017,Loch Leven,Sluices,56.18085,-3.334656,#N/A,6.7,#N/A,#N/A,0.8,1.3,0,42.9,0,0,0.8,1.3,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/11/2017,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,0.5,#N/A,#N/A,0.7,0.4,0,20.1,0,0,0.5,0.7,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/11/2017,Loch Leven,Sluices,56.18085,-3.334656,#N/A,2.9,#N/A,#N/A,0,0.4,0.4,41.7,0,0,1.3,0.4,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
20/11/2017,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,2.9,#N/A,#N/A,1.5,0.4,0.5,21.4,0,0,0.9,1.8,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
20/11/2017,Loch Leven,Sluices,56.18085,-3.334656,#N/A,2.5,#N/A,#N/A,0.8,1.3,0.4,16.7,0,0,0,0.8,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/12/2017,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,1.9,#N/A,#N/A,1.4,0.4,0.4,2.9,0,#N/A,0.2,4,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/12/2017,Loch Leven,Sluices,56.18085,-3.334656,#N/A,2.1,#N/A,#N/A,0,0,0.4,5,0,0,1.3,2.1,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/12/2017,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/12/2017,Loch Leven,Sluices,56.18085,-3.334656,#N/A,5.8,#N/A,#N/A,0.8,0,0,3.3,0,0,0,1.7,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/1/2018,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,3.6,3.9,#N/A,1.7,0.2,0.1,2.3,0,0,0.8,3.9,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/1/2018,Loch Leven,Sluices,56.18085,-3.334656,#N/A,5.8,2.9,#N/A,1.7,1.3,0.4,9.2,0,0,0.4,2.9,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
30/1/2018,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,0.9,2.6,#N/A,0.9,0.1,0.1,1.1,0,0,0.4,2.6,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
30/1/2018,Loch Leven,Sluices,56.18085,-3.334656,#N/A,1.3,1.7,#N/A,0,0.8,0,1.7,0,0,0.4,1.7,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
13/2/2018,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
13/2/2018,Loch Leven,Sluices,56.18085,-3.334656,#N/A,0,3.8,#N/A,0.4,0,0,0,0,0,0.4,3.8,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
26/2/2018,Loch Leven,Reed Bower,56.193745,-3.395932,0,0.2,3,#N/A,0.9,0,0,1,0,0,0,3,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
26/2/2018,Loch Leven,Sluices,56.18085,-3.334656,#N/A,0.4,4.6,#N/A,0.4,0,0,1.7,0,0,0,4.6,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
13/3/2018,Loch Leven,Reed Bower,56.193745,-3.395932,0,1.1,2.7,#N/A,0.9,0.4,0.2,0.7,0,0,0.4,2.7,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
13/3/2018,Loch Leven,Sluices,56.18085,-3.334656,0,0,0.8,#N/A,0.4,0,0,0.4,0,0,0,0.8,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
27/3/2018,Loch Leven,Reed Bower,56.193745,-3.395932,0,1.6,1.6,#N/A,0.8,0,0,1.8,0,0,0,1.6,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
27/3/2018,Loch Leven,Sluices,56.18085,-3.334656,0,0.8,2.5,#N/A,0.4,0.4,0,0.8,0,0,0,2.5,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/4/2018,Loch Leven,Reed Bower,56.193745,-3.395932,0,8.3,4,#N/A,0.8,0.1,0.1,5.3,0,0,0.7,4,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/4/2018,Loch Leven,Sluices,56.18085,-3.334656,0,5,1.7,#N/A,0.8,0,0,1.3,0,0,0,1.7,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
23/4/2018,Loch Leven,Reed Bower,56.193745,-3.395932,0,62.1,22.5,#N/A,1,0.1,0.4,8.8,0,0,4.7,22.5,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
23/4/2018,Loch Leven,Sluices,56.18085,-3.334656,0,21.7,11.3,#N/A,0.4,0,0.4,3.8,0,0,0.8,11.3,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/5/2018,Loch Leven,Reed Bower,56.193745,-3.395932,0,24.9,27.4,#N/A,1.2,0.9,5.4,116.3,0,0,13.1,27.4,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/5/2018,Loch Leven,Sluices,56.18085,-3.334656,0,9.2,37.1,#N/A,0.8,0.8,0.8,12.9,0,0,12.1,37.1,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/5/2018,Loch Leven,Reed Bower,56.193745,-3.395932,0,15.2,19.5,#N/A,8,2.8,56.1,18.4,0,0,0.3,19.5,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/5/2018,Loch Leven,Sluices,56.18085,-3.334656,0,6.7,7.5,#N/A,3.8,1.3,19.2,7.5,0,0,0.4,7.5,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
4/6/2018,Loch Leven,Reed Bower,56.193745,-3.395932,0,0.1,0,#N/A,4.8,0.3,2.4,0,0,0,0,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
4/6/2018,Loch Leven,Sluices,56.18085,-3.334656,0,0,0,#N/A,1.3,0.8,2.5,0,0,0,0,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
18/6/2018,Loch Leven,Reed Bower,56.193745,-3.395932,0,0.2,0,#N/A,1.4,2.6,8.8,0.2,0.1,0.1,0.1,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
18/6/2018,Loch Leven,Sluices,56.18085,-3.334656,0,0.8,0,#N/A,1.3,1.7,0.8,0,0,0.4,0,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/7/2018,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,0,0.2,#N/A,3,0.1,17.6,0,0,0.6,0,0.2,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/7/2018,Loch Leven,Sluices,56.18085,-3.334656,0,0.4,0,#N/A,2.9,3.8,1.3,0,0,0,0,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/7/2018,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,0.2,0.8,#N/A,2.6,0.2,5.7,0,0,0.2,0,0.8,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/7/2018,Loch Leven,Sluices,56.18085,-3.334656,0,2.5,0,#N/A,1.3,0,2.5,0,0,0,0,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
30/7/2018,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,0.1,1.6,#N/A,2.7,0.1,4.9,0,0,0.1,0,1.6,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
30/7/2018,Loch Leven,Sluices,56.18085,-3.334656,0,0.8,0,#N/A,0.8,0,0.4,0,0,0,0,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
13/8/2018,Loch Leven,Reed Bower,56.193745,-3.395932,0,1.6,2.1,#N/A,4,0.1,1.2,0,0,0,0.1,2.1,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
13/8/2018,Loch Leven,Sluices,56.18085,-3.334656,0,1.7,0,#N/A,0,0.4,0,0,0,0,0,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
27/8/2018,Loch Leven,Reed Bower,56.193745,-3.395932,0,1.2,2.4,#N/A,2.9,0.8,0.8,0,0,0.2,3.2,2.4,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
27/8/2018,Loch Leven,Sluices,56.18085,-3.334656,0,2.5,0,#N/A,0.4,0.8,0.4,0,0,0,0.4,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
11/9/2018,Loch Leven,Reed Bower,56.193745,-3.395932,0,1.3,1.5,#N/A,2.7,0.4,0.5,0,0,0.4,5.1,1.5,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
11/9/2018,Loch Leven,Sluices,56.18085,-3.334656,0,1.7,0,#N/A,0.4,0,0,0.4,0,0,3.3,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/9/2018,Loch Leven,Reed Bower,56.193745,-3.395932,0,3.9,1,#N/A,0.8,0.1,0.1,0.2,0,0,5,1,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/9/2018,Loch Leven,Sluices,56.18085,-3.334656,0,2.9,0.4,#N/A,0.4,0,0,0.8,0,0,3.3,0.4,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
15/10/2018,Loch Leven,Reed Bower,56.193745,-3.395932,0,2.4,0.4,#N/A,0.6,0.1,0,2.2,0,0,5.2,0.4,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
15/10/2018,Loch Leven,Sluices,56.18085,-3.334656,0,2.1,0,#N/A,0.8,0.8,0,2.5,0,0,4.2,0,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/11/2018,Loch Leven,Reed Bower,56.193745,-3.395932,0,3.5,2.5,#N/A,1.2,1.4,0.1,6.1,0,0,6.3,2.5,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/11/2018,Loch Leven,Sluices,56.18085,-3.334656,0,5,0.8,#N/A,0.8,0.8,0,6.3,0,0,0.4,0.8,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
4/12/2018,Loch Leven,Sluices,56.18085,-3.334656,0,4.6,2.5,#N/A,0,2.5,0.4,11.7,0,0,7.1,2.5,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/12/2018,Loch Leven,Reed Bower,56.193745,-3.395932,0,3,0.1,#N/A,0.9,0.9,0.3,2.6,0,0,0.5,0.1,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/12/2018,Loch Leven,Sluices,56.18085,-3.334656,0,2.9,0.4,#N/A,1.7,1.3,0.8,2.1,0,0,0.8,0.4,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/1/2019,Loch Leven,Reed Bower,56.193745,-3.395932,0,5.1,1.8,#N/A,1.9,1.2,0.8,2.2,0,0,1.2,1.8,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/1/2019,Loch Leven,Sluices,56.18085,-3.334656,0,2.1,1.3,#N/A,2.5,0.8,0.4,1.2,0,0,2.5,1.3,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/1/2019,Loch Leven,Reed Bower,56.193745,-3.395932,0,2.9,0.8,#N/A,1.2,1.2,0.2,3.9,0,0,0.5,0.8,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/1/2019,Loch Leven,Sluices,56.18085,-3.334656,0,7.9,0.4,#N/A,1.3,0,0.4,11.3,0,0,0.8,0.4,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
29/1/2019,Loch Leven,Reed Bower,56.193745,-3.395932,0,3.8,2.4,#N/A,1.5,1,1.1,4.8,0,0,0.1,2.4,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
29/1/2019,Loch Leven,Sluices,56.18085,-3.334656,0,3.8,0.4,#N/A,0.8,1.3,1.3,15,0,0,0.4,0.8,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/2/2019,Loch Leven,Reed Bower,56.193745,-3.395932,0,3.5,1.3,#N/A,0.5,1,0.4,2.7,0,0,0.1,1.3,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/2/2019,Loch Leven,Sluices,56.18085,-3.334656,0,2.5,0.4,#N/A,0,0.4,0.8,7.5,0,0,0,0.4,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
27/2/2019,Loch Leven,Sluices,56.18085,-3.334656,0,3.8,3.8,#N/A,0.8,0.4,1.7,4.2,0,0,0,3.8,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/3/2019,Loch Leven,Reed Bower,56.193745,-3.395932,0,10.8,7.5,#N/A,1.8,0.2,3.3,10.6,0,0,0,7.5,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/3/2019,Loch Leven,Sluices,56.18085,-3.334656,0,3.3,5,#N/A,0.4,0,1.7,10,0,0,0,5,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
25/3/2019,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
25/3/2019,Loch Leven,Sluices,56.18085,-3.334656,0,20.4,5.4,#N/A,1.3,0,1.7,5.8,0,0,0,5.4,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
8/4/2019,Loch Leven,Reed Bower,56.193745,-3.395932,0,27,11.3,#N/A,0.7,0,17.6,23.8,0,0,0,11.3,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
8/4/2019,Loch Leven,Sluices,56.18085,-3.334656,0,25.8,7.1,#N/A,0.4,1.3,9.6,19.2,0,0,0,7.1,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/4/2019,Loch Leven,Reed Bower,56.193745,-3.395932,0,39.9,8.6,#N/A,1.9,1.1,11.1,19,0,0,0.2,8.6,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/4/2019,Loch Leven,Sluices,56.18085,-3.334656,0,27.1,2.5,#N/A,1.7,0.4,4.6,11.3,0,0,0,2.5,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/5/2019,Loch Leven,Reed Bower,56.193745,-3.395932,0,43.9,9.7,#N/A,4.8,3.2,24.5,34.2,0,0,0.7,9.7,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/5/2019,Loch Leven,Sluices,56.18085,-3.334656,0,22.1,4.2,#N/A,2.9,0.8,7.9,17.9,0,0,0.4,4.2,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
20/5/2019,Loch Leven,Reed Bower,56.193745,-3.395932,0,16.8,3.8,#N/A,7.5,2.7,32.2,2.3,0.1,0,2.1,3.8,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
20/5/2019,Loch Leven,Sluices,56.18085,-3.334656,0,21.7,5.8,#N/A,2.1,1.3,7.1,2.5,0,0,10.4,5.8,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/6/2019,Loch Leven,Reed Bower,56.193745,-3.395932,0.7,3.3,0,#N/A,2.4,1.2,4.3,0,0,0,0,0.7,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/6/2019,Loch Leven,Sluices,56.18085,-3.334656,0.4,1.7,0,#N/A,0,0,0,1.3,0,0,0,0.4,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/6/2019,Loch Leven,Reed Bower,56.193745,-3.395932,1.2,5.9,0,#N/A,1.5,1.7,10.4,0,0,0,0,1.2,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/6/2019,Loch Leven,Sluices,56.18085,-3.334656,1.3,4.6,0,#N/A,0.4,0.4,2.1,0,0,0,0,1.3,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
1/7/2019,Loch Leven,Reed Bower,56.193745,-3.395932,2.3,2.2,0,#N/A,1.2,0.5,1.7,0,0.1,0.3,0.2,2.3,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
1/7/2019,Loch Leven,Sluices,56.18085,-3.334656,2.1,3.3,0,#N/A,3.7,0,0.8,0,0,0,0,2.1,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/7/2019,Loch Leven,Reed Bower,56.193745,-3.395932,0.8,0.4,0,#N/A,1.1,0,2.9,0,0,0,0,0.8,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/7/2019,Loch Leven,Sluices,56.18085,-3.334656,2.1,2.5,0,#N/A,0.8,0.4,5.4,0,0,0,0,2.1,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
1/8/2019,Loch Leven,Reed Bower,56.193745,-3.395932,2.2,2.2,0,#N/A,2.7,0,31.8,0,0,0.2,1,2.2,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
1/8/2019,Loch Leven,Sluices,56.18085,-3.334656,17.5,0,0,#N/A,1.7,0.4,91.3,0,0,0.4,0.8,17.5,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/8/2019,Loch Leven,Reed Bower,56.193745,-3.395932,3.3,3.3,0,#N/A,3.4,0.8,20.1,0,0,0,3.4,3.3,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/8/2019,Loch Leven,Sluices,56.18085,-3.334656,4.6,4.2,0,#N/A,1.7,0.8,7.1,0,0,0,3.8,4.6,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
26/8/2019,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,3.8,#N/A,#N/A,1,0,1.5,0.2,0,0,3.5,0.6,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
26/8/2019,Loch Leven,Sluices,56.18085,-3.334656,#N/A,#N/A,#N/A,#N/A,0,0,3.8,0,0,0,7.9,1.3,0,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
