Expr1,month,year,RB5 ChlA,RB5 Cond,RB5 DO,RB5 NH4,RB5 NO2,RB5 NO3,RB5 pH,RB5 PP,RB5 PSiO2,RB5 SD,RB5 SRP,RB5 SRSi,RB5 SURP,RB5 Temp,RB5 TON,RB5 TP,RB5 TSi,RB5 TSP,Sl8 ChlA,Sl8 Cond,Sl8 DO,Sl8 NH4,Sl8 NO2,Sl8 NO3,Sl8 pH,Sl8 PP,Sl8 PSiO2,Sl8 SD,Sl8 SRP,Sl8 SRSi,Sl8 SURP,Sl8 Temp,Sl8 TON,Sl8 TP,Sl8 TSi,Sl8 TSP,Sl8 TSSiO2,Uns ChlA,Uns NO3,Uns SRP,Uns SRSi,Uns TP
9/2/2000,,,27.5,249,95,,,,7.74,,,1.07,3,9.26,,4.7,,82.5,10.59,18.5,21.6,259,97,,,,7.75,,,,4.2,9.46,,4,,68.7,10.26,19.2,,27.5,,3,9.26,82.5
22/2/2000,,,24.9,256,93,,,2.27,8.01,,,1.34,3.7,8.91,,2.8,,58.9,10.07,17.5,22.2,254,93,,,2.4,8.08,,,,3.4,8.85,,2.9,,51.7,9.7,16.4,,24.9,,3.7,8.91,58.9
7/3/2000,,,25.1,247,106,,,,7.82,,,1.34,7,7.86,,4.8,,52.7,9.56,35.2,19.9,248,108,,,,7.79,,,,8.5,7.86,,6.9,,49.9,9.4,31.3,,25.1,,7,7.86,52.7
14/3/2000,,,33.5,244,97,,,,7.72,,,1.4,5.1,6.57,,7.2,,53.7,9.41,25.5,34.5,254,98,,,,7.91,,,,5.2,7.09,,6.4,,62.1,10.39,19.7,,33.5,,5.1,6.57,53.7
21/3/2000,,,31.8,248,104,,,2.26,8,,,1.46,4.5,4.57,,7.9,,46.6,8.48,25.6,27.9,256,106,,,2.32,8.12,,,,6.3,4.66,,8.4,,41.9,8.07,24.7,,31.8,2.26,4.5,4.57,46.6
28/3/2000,,,35.9,247,103,,,,8.11,,,1.51,3.9,3.05,,7.4,,42.3,6.81,22.5,39,250,106,,,,8.31,,,,2.7,2.71,,7.1,,31.8,6.65,19.1,,35.9,,3.9,3.05,42.3
4/4/2000,,,33.3,248,108,,,,7.96,,,1.52,3,2,,6.1,,52.5,4.63,18.2,29.1,254,107,,,,8.26,,,,2.5,1.76,,5.3,,30.2,3.98,16.5,,33.3,,3,2,52.5
11/4/2000,,,27.1,250,102,,,,7.77,,,1.92,2,1.19,,7.2,,35.8,3.45,16,23.2,252,106,,,,8.12,,,,1.5,1.27,,7.3,,27.3,3.28,13.2,,27.1,,2,1.19,35.8
18/4/2000,,,22.9,251,95,,,1.88,8.02,,,1.78,2.2,0.72,,6.6,,37.6,2.82,16.9,23.3,255,102,,,1.84,8.1,,,,2.1,0.62,,6.5,,38,2.11,16.4,,22.9,1.88,2.2,0.72,37.6
27/4/2000,,,16.4,250,95,,,,7.76,,,1.83,2.8,0.59,,8.7,,35.7,2.43,18.2,14.3,254,97,,,,7.84,,,,1.8,0.49,,8.5,,31.7,2,16.4,,16.4,,2.8,0.59,35.7
3/5/2000,,,,,,,,,,,,,,,,,,,,,11.5,263,102,,,,7.62,,,,3.2,0.49,,10.4,,26.7,1.58,15.7,,11.5,,3.2,0.49,26.7
9/5/2000,,,6,244,105,,,2,7.77,,,3.3,3.6,0.83,,16.1,,28.4,1.58,18.6,3.9,244,115,,,1.87,7.86,,,,2.4,0.7,,15.3,,19.6,1.02,16.7,,6,2,3.6,0.83,28.4
16/5/2000,,,7.3,262,96,,,,7.71,,,3.17,5.6,0.95,,14.4,,34,1.41,21.6,7.8,247,110,,,,8.15,,,,3,0.86,,14.6,,24.5,1.31,18,,7.3,,5.6,0.95,34
23/5/2000,,,8.4,250,96,,,1.42,7.68,,,3.66,5.8,1.38,,13.8,,29.8,1.86,22.3,7.1,250,96,,,1.54,7.99,,,,2.9,1.29,,14.1,,20.6,1.74,18.9,,8.4,1.42,5.8,1.38,29.8
30/5/2000,,,9.3,252,94,,,,8.19,,,3.5,2.9,1.68,,13.4,,26,2.06,18.9,6.4,251,107,,,,8.52,,,,2.7,1.53,,13.5,,20.3,1.98,18.7,,9.3,,2.9,1.68,26
6/6/2000,,,9.1,253,95,,,1.3,7.99,,,3.58,3.1,2.05,,12.7,,27,2.51,20,8.4,258,101,,,1.29,8,,,,1.6,1.93,,12.9,,27.8,2.39,18.5,,9.1,1.3,3.1,2.05,27
14/6/2000,,,13.4,265,104,,,,7.84,,,2.59,2.9,2.31,,13.1,,30.3,3.2,18.7,9.6,248,116,,,,8.73,,,,1.9,2.09,,13.2,,23.4,2.58,16.2,,13.4,,2.9,2.31,30.3
20/6/2000,,,6.4,251,103,,,1,8.46,,,3.67,2.2,2.08,,17.5,,24.6,2.53,18.4,10.8,250,90,,,1.01,8.2,,,,1.8,2.4,,15.6,,22.8,2.92,18.1,,6.4,1,2.2,2.08,24.6
28/6/2000,,,18,250,104,,,,8.35,,,2.56,1.4,2,,16.1,,28.8,3.03,16.1,17.8,252,102,,,,8.27,,,,1,2.22,,15.5,,25.8,3.04,14.5,,18,,1.4,2,28.8
4/7/2000,,,24.2,248,114,,,0.39,8.75,,,1.85,1.7,1.27,,16.7,,34.6,2.74,16.6,25,251,104,,,,8.35,,,,1,1.71,,15.7,,31,3.11,15.5,,24.2,0.39,1.7,1.27,34.6
11/7/2000,,,33.2,242,87,,,,8.78,,,1.75,2.5,1.16,,15.3,,44.3,3.11,19.6,21.5,230,109,,,,9.47,,,,2.9,2.02,,14,,40.6,5.32,18.4,,33.2,,2.5,1.16,44.3
18/7/2000,,,48.8,243,,,,,9.17,,,1.31,6.1,0.37,,18.2,,53.1,2.59,21.6,29.7,239,,,,,9.17,,,,2.4,0.5,,17.3,,29.7,1.91,18.5,,48.8,,6.1,0.37,53.1
25/7/2000,,,42.4,238,,,,,9.16,,,1.24,3.3,0.59,,18.1,,52.3,2.72,21.3,32.8,240,,,,,9.12,,,,2.2,0.49,,18,,37.4,2.02,17.9,,42.4,,3.3,0.59,52.3
1/8/2000,,,35,256,,,,0.02,8.8,,,1.27,5.6,1.38,,18.5,,62.5,3.01,22.9,24.9,257,,,,,8.48,,,,14.9,1.81,,18.1,,69,3.07,31.8,,35,0.02,5.6,1.38,62.5
9/8/2000,,,38.2,236,,,,,8.65,,,1.14,12.5,1.61,,17.9,,74.4,3.41,30.2,32.2,243,,,,,8.77,,,,12.7,1.58,,18.3,,70.8,3.42,31.1,,38.2,,12.5,1.61,74.4
15/8/2000,,,40.5,237,,,,,8.64,,,1.34,21.4,1.63,,18,,111.3,4.04,40.4,34.6,252,,,,,8.61,,,,19.1,1.53,,17.9,,80,3.75,37.2,,40.5,,21.4,1.63,111.3
22/8/2000,,,42.7,232,89,,,,8.72,,,1.25,19.8,1.17,,16.5,,84.2,3.51,41.7,12.8,233,80,,,,8.68,,,,25.7,1.02,,16.7,,66.6,2.29,47.3,,42.7,,19.8,1.17,84.2
29/8/2000,,,33.7,261,75,,,,8.18,,,1.47,26,1.24,,17.2,,75.4,2.96,41.5,33.3,260,81,,,,8.37,,,,25.9,1.01,,17,,73.5,2.57,43.3,,33.7,,26,1.24,75.4
5/9/2000,,,21.4,260,68,,,,7.6,,,1.6,28.2,1.77,,15.7,,68.4,2.7,47.4,20.6,268,94,,,,8.61,,,,20,1.28,,16.4,,61.7,2.48,40.8,,21.4,,28.2,1.77,68.4
26/9/2000,,,55.7,261,65,,,0.5,8.11,,,,9.6,3.56,,13.8,,56.6,4.97,28.2,40.5,252,62,,,,7.77,,,,6.7,3.58,,13.6,,56.3,4.5,26.4,,55.7,0.5,9.6,3.56,56.6
10/10/2000,,,59.7,236,87,,,0.28,7.74,,,1.23,6.3,2.92,,10,,69.9,6.5,30.2,51.8,238,86,,,,7.74,,,,5.3,2.98,,10.4,,51.1,5.54,29.5,,59.7,0.28,6.3,2.92,69.9
24/10/2000,,,97.4,238,89,,,0.4,8.15,,,1,5,0.06,,8.5,,57.7,5.9,24.9,81.2,254,95,,,,8.21,,,,8.4,3.26,,8.4,,50.8,10.1,25.2,,97.4,0.4,5,0.06,57.7
8/11/2000,,,94.7,244,85,,,,7.94,,,0.86,5.3,0.06,,5.8,,64.1,5.09,25.1,23,184.5,81,,,,7.33,,,,24.2,5.78,,6.2,,81.4,8.08,42.6,,94.7,,5.3,0.06,64.1
21/11/2000,,,82.9,226,88,,,0.84,8.22,,,0.98,6.5,0.04,,4.4,,55.4,3.42,31.9,79.1,233,91,,,,8.44,,,,6.1,0.07,,4.4,,53,3.42,29,,82.9,0.84,6.5,0.04,55.4
6/12/2000,,,36.7,229,84,,,,7.54,,,1.42,12.3,1.53,,6.5,,56.4,3.72,31.7,37.7,232,82,,,,7.63,,,,8.2,0.8,,6.2,,55.6,3.3,27.6,,36.7,,12.3,1.53,56.4
19/12/2000,,,16.4,229,75,,,,7.61,,,1.47,27.4,2.48,,3.4,,73.9,3.89,46.9,16.2,234,77,,,,7.77,,,,20.3,2.42,,3.4,,55.3,3.82,38.6,,16.4,,27.4,2.48,73.9
16/1/2001,,,,,,,,,,,,,,,,,,,,,11.1,249,78,,,,7.72,,,,19.2,3.51,,1.4,,43.9,4.39,35.9,,11.1,2.15,19.2,3.51,43.9
31/1/2001,,,25,245,84,,,2.06,8.01,,,1.85,10.9,3.73,,1.9,,53.3,5.02,29.7,22.3,247,82,,,,7.96,,,,8.6,3.64,,1.9,,40,5.01,25,,25,2.06,10.9,3.73,53.3
13/2/2001,,,44.5,246,83,,,2.14,8.01,,,1.2,6.6,3.51,,1.9,,60.6,5.9,21.6,34.5,252,85,,,,7.81,,,,10.5,4.17,,2.5,,51.7,5.52,29.7,,44.5,2.14,6.6,3.51,60.6
13/3/2001,,,42.5,250,71,,,2.06,8.52,,,1.05,6.5,0.07,,3.5,,57,3.79,26,43,250,55,,,,8.27,,,,7.5,1.37,,4.3,,68.6,5.2,26.5,,42.5,2.06,6.5,0.07,57
27/3/2001,,,27.6,274,89,,,2.24,7.87,,,1.36,5.6,0.13,,3.5,,50.6,2.61,22.8,28.7,257,79,,,,7.93,,,,5.6,0.12,,3.6,,51.2,3.13,25.2,,27.6,2.24,5.6,0.13,50.6
10/4/2001,,,30,256,86,,,2.04,7.93,,,1.3,5.6,0.15,,6.7,,64,2.36,21.8,24.9,254,101,,,,8.19,,,,4.3,0.08,,7.4,,34,1.75,19.9,,30,2.04,5.6,0.15,64
24/4/2001,,,21.7,264,91,,,1.78,8.33,,,1.56,4.1,0.13,,7.8,,35,0.98,17.2,24.4,261,90,,,,8.18,,,,2.9,0.13,,7.7,,39.7,1.37,17.6,,21.7,1.78,4.1,0.13,35
8/5/2001,,,7.8,259,90,,,,8.16,,,2.7,12.6,0.59,,12.7,,47.2,1.38,29.6,7.6,260,88,,,,8.03,,,,1.6,0.61,,12.3,,22,1.43,14.4,,7.8,4.39,12.6,0.59,47.2
22/5/2001,,,4.5,279,81,,,1.51,7.91,,,4.55,4.3,1.27,,14.3,,27,1.95,20.2,4.8,260,93,,,,8.33,,,,2.2,0.95,,15.4,,18,1.35,16.8,,4.5,1.51,4.3,1.27,27
29/5/2001,,,8.5,266,119,,,0.94,8.33,,,3.05,6.5,1.75,,15.7,,30.1,2.92,21,18.9,279,105,,,,8.16,,,,3.9,1.12,,13.4,,31.4,3.05,17,,8.5,0.94,6.5,1.75,30.1
5/6/2001,,,7.3,258,89,,,0.86,8.1,,,3.45,4.4,1.79,,13.8,,27.5,2.4,21.7,7.7,255,95,,,,8.46,,,,2.7,1,,13.8,,18.1,1.32,17.9,,7.3,0.86,4.4,1.79,27.5
13/6/2001,,,4.9,259,87,,,0.68,8.19,,,4.33,3.3,1.77,,14,,29,2.17,19.8,5.2,252,116,,,,8.83,,,,3.2,0.94,,15.5,,20.1,1.22,20,,4.9,0.68,3.3,1.77,29
19/6/2001,,,4,256,101,,,0.6,7.99,,,3.98,6.3,1.96,,13.3,,27.7,2.41,22.2,3.4,255,117,,,,8.31,,,,4.2,1.83,,13.4,,22,2.13,18.2,,4,0.6,6.3,1.96,27.7
26/6/2001,,,6.2,266,126,,,0.41,8.47,,,3.81,2.6,2.08,,16.9,,21.4,2.45,18.4,10.4,265,120,,,,8.29,,,,2.8,2.22,,15.8,,20.8,2.53,19.2,,6.2,0.41,2.6,2.08,21.4
2/7/2001,,,8.4,248,96,,,,8.05,,,3.16,5.2,2.57,,17,,29.4,3.08,22.2,6.1,243,111,,,,8.43,,,,2.9,1.89,,17.5,,22.2,2.22,20.7,,8.4,1.58,5.2,2.57,29.4
10/7/2001,,,8.2,243,103,,,0.04,8.05,,,3.21,3.6,3.16,,17.7,,29.3,3.58,21.6,8.8,250,108,,,,8.3,,,,4.9,3.12,,18.1,,33.6,3.65,24.5,,8.2,1.15,3.6,3.16,29.3
17/7/2001,,,,,,,,,,,,,,,,,,,,,6.4,237,106,,,,8.46,,,,6.4,2.99,,15.3,,30.9,3.46,23.6,,6.4,0.04,6.4,2.99,30.9
7/8/2001,,,19.5,244,99,,,0.04,8.92,,,1.74,5.5,3.25,,16.9,,43.5,4.21,25.8,22.4,242,85,,,,8.76,,,,10.3,3.67,,16.5,,48.2,4.6,31.2,,19.5,0.04,5.5,3.25,43.5
14/8/2001,,,45.6,241,91,,,0.2,8.66,,,1.6,4,2.62,,16.7,,55.9,4.69,22.5,47.5,237,97,,,,8.83,,,,5.2,2.58,,17,,55.7,4.17,27.2,,45.6,0.2,4,2.62,55.9
28/8/2001,,,49,242,96,,,0.22,9.2,,,1.09,6.1,0.17,,16.3,,64.1,2.48,27.2,34.2,241,96,,,,9.18,,,,6.5,0.45,,16.5,,57.5,1.84,27.1,,49,0.22,6.1,0.17,64.1
4/9/2001,,,43.1,245,101,,,0.18,8.73,,,1.19,9.1,0.49,,15.2,,67.9,2.21,29.8,41.8,248,101,,,,8.75,,,,8.7,0.6,,14.7,,70.6,2.93,29,,43.1,0.18,9.1,0.49,67.9
11/9/2001,,,49.7,251,106,,,0.18,8.65,,,1.08,3.3,0.14,,13.4,,71.3,2.81,23,46.7,251,107,,,,8.68,,,,2.4,0.22,,13.2,,65.3,2.3,21.9,,49.7,0.18,3.3,0.14,71.3
2/10/2001,,,,,,,,,,,,,,,,,,,,,46,262,94,,,0.27,8.38,,,,10.2,1.65,,12.1,,86.3,5.96,32.8,,46,0.27,10.2,,86.3
9/10/2001,,,73.2,259,103,,,0.29,8.36,,,1.02,5.6,0.91,,11.8,,74.4,4.35,24.6,89.8,259,106,,,,8.39,,,,8.1,4.4,,12.5,,135.6,13.92,32.3,,73.2,0.29,5.6,0.91,74.4
30/10/2001,,,26.3,250,92,,,0.58,8,,,1.41,16.5,2.51,,10.4,,67,5.62,32.7,21.1,,95,,,,8.01,,,,13.9,4.27,,10.7,,54.6,6.31,29.1,,26.3,0.58,16.5,2.51,67
14/11/2001,,,,,,,,,,,,,,,,,,,,,14.9,232,93,,,,8.34,,,,14.5,3.81,,4.8,,44,5,31.5,,14.9,0.9,14.5,3.81,44
28/11/2001,,,20.5,237,,,,0.98,8.16,,,1.8,15.6,3.28,,5.3,,52,4.9,31.3,19.6,233,,,,,8.28,,,,15.3,3.62,,4.3,,45.6,5.07,31.3,,20.5,0.98,15.6,3.28,52
18/12/2001,,,30.5,233,,,,1.38,8.01,,,2.19,8.7,3.09,,3.9,,45.4,5.21,21.8,32.5,233,,,,,8.08,,,,7.2,3.19,,3.8,,43.7,5.31,22.3,,30.5,1.38,8.7,3.09,45.4
10/1/2002,,,,,,,,,,,,,,,,,,,,,21.2,234,,,,,8.73,,,,4.9,0.39,,0.7,,32.5,1.85,32.5,,21.2,,4.9,0.39,32.5
15/1/2002,,,69.4,241,100,,,,8.62,,,1.45,3.7,0.44,,2,,51.4,4.17,51.4,65.6,,98.3,,,,,,,,3.3,0.8,,2.5,,51,5.84,51,,69.4,1.72,3.7,0.44,51.4
29/1/2002,,,,,,,,,,,,,,,,,,,,,82.5,224,,,,,7.97,,,,3,0.53,,4.2,,65.6,7.36,65.6,,82.5,,3,0.53,65.6
7/2/2002,,,,,,,,,,,,,,,,,,,,,62.9,247,,,,,8.15,,,,4.3,0.98,,4.3,,63.5,5.81,63.5,,62.9,,4.3,0.98,63.5
19/2/2002,,,51.6,215,97.6,,,,8.35,,,1.09,2.8,0.1,,4.7,,59.7,4.12,59.7,,,,,,,,,,,,,,,,,,,,51.6,2.38,2.8,0.1,59.7
7/3/2002,,,61.3,215,,,,,8.28,,,1.05,3.3,0.07,,5,,44.8,3.99,44.8,56.2,211,,,,,8.03,,,,4.2,1.58,,5,,59.9,6,59.9,,61.3,,3.3,0.07,44.8
19/3/2002,,,36.9,224,101,,,,8.48,,,1.44,3.2,0.17,,5.4,,40.1,2.26,40.1,38.7,213,98.4,,,,8.39,,,,3.5,0.09,,4.9,,37.7,2.08,37.7,,36.9,2.51,3.2,0.17,40.1
2/4/2002,,,22.7,214,,,,,8.4,,,1.52,3.6,0.28,,7.5,,32,1.64,32,22.9,210,,,,,8.46,,,,3.3,0.27,,7.7,,46.8,1.58,46.8,,22.7,,3.6,0.28,32
16/4/2002,,,15.7,253,98.1,,,,8.35,,,1.87,3,0.43,,9.6,,29.6,1.3,29.6,16.2,250,,,,,8.3,,,,3.6,0.4,,9.1,,28.8,1.48,28.8,,15.7,2.18,3,0.43,29.6
30/4/2002,,,26.9,257,93.3,,,,8.48,,,1.64,3,0.79,,9.4,,37.1,1.95,37.1,25.4,258,93.5,,,,8.37,,,,2.6,0.78,,9,,68.6,1.79,68.6,,26.9,2.05,3,0.79,37.1
14/5/2002,,,13.3,255,93.7,,,,8.2,,,2.22,2.6,1.28,,12.4,,45.4,2.16,45.4,8.6,271,94.9,,,,8.15,,,,3.3,1.33,,12.4,,24.8,1.91,24.8,,13.3,1.78,2.6,1.28,45.4
28/5/2002,,,40.2,250,105.2,,,,8.89,,,1.3,2.4,1.58,,12.8,,39.2,2.17,39.2,13.7,254,98.6,,,,8.76,,,,3.2,1.56,,12.9,,27,1.95,27,,40.2,1.26,2.4,1.58,39.2
11/6/2002,,,44.6,243,92.5,,,,8.86,,,1.01,4.1,2.32,,14.3,,45.1,3.16,45.1,32.6,246,94.6,,,,8.9,,,,4.5,2.21,,14.2,,35.2,2.73,35.2,,44.6,1.01,4.1,2.32,45.1
25/6/2002,,,35.1,240,94.3,,,,8.42,,,1.3,3.4,3.03,,15,,39,3.96,39,,,115.6,,,,,,,,,,,,,,,,,35.1,0.98,3.4,3.03,39
9/7/2002,,,16.9,238,,,,,8.4,,,1.84,4.9,3.3,,15.4,,48.3,3.91,48.3,17.4,238,,,,,8.51,,,,5.8,3.26,,15.4,,30.5,3.96,30.5,,16.9,,4.9,3.3,48.3
23/7/2002,,,13.7,232,86.6,,,,8.2,,,1.94,10.1,2.97,,16.3,,40.8,3.53,40.8,11.1,243,94.3,,,,8.59,,,,5.5,2.94,,16.6,,31,3.59,31,,13.7,0.52,10.1,2.97,40.8
6/8/2002,,,31.3,253,115.2,,,,8.82,,,1.74,5.7,3.66,,18.8,,54.1,4.22,54.1,11.3,247,85.1,,,,8.04,,,,12.6,3.65,,17.4,,42.6,4.04,42.6,,31.3,0.62,5.7,3.66,54.1
20/8/2002,,,52.1,224,107.8,,,,8.96,,,1.44,7.5,1.58,,17.6,,51.9,4.35,51.9,40.5,229,118.5,,,,9.05,,,,5.3,1.19,,18.5,,43.1,2.56,43.1,,52.1,0.34,7.5,1.58,51.9
3/9/2002,,,,,88.6,,,,,,,,,,,16.2,,,,,,,98,,,,,,,,,,,16.3,,,,,,17,0.38,,,49.5
17/9/2002,,,45.3,221,125.2,,,,9.02,,,1.47,7.5,2.58,,15.7,,46.9,3.47,46.9,42.3,218,118.9,,,,8.91,,,,7.2,2.07,,16.1,,45.4,2.74,45.4,,45.3,0.4,7.5,2.58,46.9
1/10/2002,,,,,109.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,
15/10/2002,,,28.5,232,,,,,8.09,,,1.36,15.5,2.73,,10.1,,54.2,4.04,54.2,23.8,232,,,,,8.21,,,,10.1,2.43,,10.4,,47.2,3.39,47.2,,28.5,,15.5,2.73,54.2
29/10/2002,,,27.5,225,90.6,,,,8.05,,,1.42,14.6,3.39,,5.9,,47.3,4.57,47.3,26.1,220,89.5,,,,8.03,,,,13.9,3.74,,5.8,,43.3,4.72,43.3,,27.5,0.64,14.6,3.39,47.3
12/11/2002,,,36,250,,,,,8.1,,,1.53,5.2,3.58,,6,,50.8,5.2,50.8,,,,,,,,,,,,,,,,,,,,36,,5.2,3.58,50.8
26/11/2002,,,45.9,231,,,,,8.04,,,1.35,4.1,3.25,,5.6,,80.2,5.81,80.2,47.6,229,,,,,8.14,,,,4.6,3.25,,5.8,,53.6,6.1,53.6,,45.9,1.46,4.1,3.25,80.2
9/12/2002,,,,,,,,,,,,,,,,,,,,,61.4,247,,,,,8.53,,,,2.8,2.49,,5.2,,57.2,6.11,57.2,,61.4,,2.8,2.49,57.2
18/12/2002,,,63.3,250,,,,,8.3,,,1.42,1.6,2.26,,3.4,,52.4,5.8,52.4,65.3,238,95.7,,,,8.12,,,,1,2.23,,2.5,,46.2,5.73,46.2,,63.3,1.8,1.6,2.26,52.4
31/12/2002,,,,,,,,,,,,,,,,,,,,,53.2,235,,,,,8.32,,,,1.2,0.89,,4.3,,55.8,5.82,55.8,,53.2,,1.2,1.52,55.8
21/1/2003,,,,,,,,,,,,,,,,,,,,,59.9,233,,,,1.76,8.19,,,,2.4,0.04,,4.3,,58.5,5.56,14.8,,59.9,1.76,,,58.5
18/2/2003,,,,,,,,,,,,,,,,,,,,,20.8,235,,,,2.07,9.01,,,,2.5,0.04,,2.7,,29.4,1.72,13.7,,20.8,2.07,,,29.4
4/3/2003,,,41.1,235,,,,1.84,8.47,,,1.64,3.4,0.06,,4.5,,45.5,1.91,13,43.3,238,,,,1.74,8.48,,,,3.2,0.04,,4.5,,37.9,2.12,12.8,,41.1,,,,45.5
18/3/2003,,,27.8,241,,,,1.48,8.94,,,1.27,3.6,0.41,,5.9,,42.8,2.64,12.4,24.7,243,,,,1.32,8.81,,,,2.2,0.2,,5.6,,35.9,1.87,11,,27.8,1.74,,,42.8
21/3/2003,,,,,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2003,,,31.5,242,,,,1.16,8.57,,,1.37,4.9,0.47,,8.4,,48.4,2.01,12.6,,,,,,1.02,,,,,,,,,,,,,,31.5,,,,48.4
15/4/2003,,,32,248,,,,0.66,8.79,,,1.3,6.9,0.62,,9.8,,45.6,1.53,14.7,27.9,250,,,,0.68,8.83,,,,3.4,0.66,,10.9,,36.4,1.27,11.9,,32,1.32,,,45.6
29/4/2003,,,32.5,,,,,,,,,,4.5,,,10.9,,36,,12.5,39.5,,,,,,,,,,4,,,10.7,,57,,12.5,,32.5,1.02,,,36
13/5/2003,,,54.9,245,,,,0.54,8.9,,,1.07,3.6,0.1,,10.5,,59.1,1.96,17.1,40.4,252,,,,0.54,9.04,,,,3.8,0.35,,10.7,,51.3,1.75,16.5,,54.9,0.68,,,59.1
27/5/2003,,,10.9,249,,,,,8.38,,,1.6,3.5,0.41,,13.8,,48.4,1.34,21.6,7,256,,,,0.5,8.58,,,,3.2,0.32,,14.6,,36.6,0.99,20,,10.9,0.54,,,48.4
9/6/2003,,,10.2,244,,,,0.18,8.35,,,3.17,16.3,1.24,,16.5,,46.4,1.73,35.5,,,,,,0.18,,,,,,,,,,,,,,10.2,,,,46.4
10/6/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,
24/6/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,
8/7/2003,,,27.6,264,,,,0.08,8.85,,,1.74,11,2.48,,17.4,,59.9,2.97,34.7,22.1,240,,,,,9.3,,,,4,1.78,,16.8,,42.8,2.19,23.1,,27.6,0.15,,,59.9
22/7/2003,,,46.4,232,,,,0.08,8.77,,,1.12,21.1,2.57,,18.8,,91.3,4.42,42.4,41.1,230,,,,0.08,8.8,,,,24.3,2.68,,18.7,,90.7,3.56,44,,46.4,0.15,,,91.3
5/8/2003,,,29.1,229,,,,0.08,8.85,,,1.07,25.7,1.55,,18.3,,92.4,2.65,49.8,21.1,243,,,,0.08,8.98,,,,19.3,1.4,,18.8,,72.9,2.05,40.5,,29.1,0.15,,,92.4
19/8/2003,,,,,,,,,,,,,,,,,,,,,78.5,256,,,,0.08,8.78,,,,14.8,3.59,,16.7,,212.8,13.22,32.9,,42.2,0.15,,,131.9
2/9/2003,,,34.6,235,,,,0.08,8.44,,,1.2,26.5,3.93,,15.3,,90,5.06,51.9,24.3,,,,,0.08,,,,,16.8,3.48,,16.1,,72.1,4.44,38.2,,34.6,0.15,,,90
16/9/2003,,,49.6,226,,,,0.08,8.26,,,1.13,30.3,4.7,,15.4,,95,5.89,51.4,50.7,,,,,0.08,8.33,,,,22.6,4.77,,15.4,,93.2,6.01,42.6,,49.6,0.15,,,95
25/9/2003,,,59.1,227,,,,,8.46,,,1.01,9.7,4.13,,12.9,,94.3,6.53,31.2,54.9,227,,,,0.08,8.51,,,,9.6,4.35,,12.3,,92.6,6.47,29,,59.1,,,,94.3
30/9/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,
14/10/2003,,,63.2,249,,,,0.08,8.23,,,1,10,2.45,,10,,96.6,6.3,26.1,63.3,235,,,,0.08,8.37,,,,9,2.83,,9.9,,99.3,6.56,23,,63.2,0.15,,,96.6
28/10/2003,,,38.4,235,,,,0.08,8.45,,,0.86,8.5,0.43,,7.2,,103.4,5.58,23.2,25,283,,,,0.44,8.69,,,,10.3,2.4,,10.1,,102.9,8.03,22.3,,38.4,0.44,,,103.4
11/11/2003,,,41.9,239,,,,,8.52,,,0.86,7.2,0.24,,7.4,,91.8,4.02,21.1,41,238,,,,0.32,8.47,,,,3.9,0.17,,7.4,,80.3,4.21,15,,41.9,,,,91.8
25/11/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,
10/12/2003,,,39.1,238,,,,,8.01,,,1.28,13.7,0.93,,4.7,,67.3,2.94,22.6,40.2,243,,,,0.62,8.23,,,,10.1,1.05,,5.2,,62.7,2.93,21.4,,39.1,,,,67.3
16/12/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,
14/1/2004,,,34.5,234,,,,1.28,8.17,,,1.19,7.5,1.93,,3.1,,50.6,3.84,21,15.5,246,,,,2.64,8.08,,,,14.2,6.69,,2.8,,54.5,7.88,29.2,,34.5,,,,50.6
27/1/2004,,,60.2,234,,,,1.65,8.15,,,1.17,4.2,1.4,,3.2,,47.3,3.68,18.1,56,237,,,,1.63,8.4,,,,2.3,1.46,,2.7,,49.7,3.98,14.7,,60.2,,,,47.3
11/2/2004,,,72.4,248,,,,1.67,8.38,,,1.03,3.6,0.26,,3.7,,56.7,4.12,16.4,,,,,,,,,,,,,,,,,,,,72.4,,,,56.7
24/2/2004,,,38.2,234,,,,1.62,8.47,,,1.3,4.8,0.28,,3.6,,52.8,2.24,17,35.9,236,,,,1.62,8.34,,,,2.8,0.3,,3.5,,37.8,2.38,16,,38.2,,,,52.8
9/3/2004,,,24.9,266,,,,1.64,8.58,,,1.27,7.5,0.19,,3.2,,47.1,1.32,20.5,24,270,,,,1.37,8.52,,,,5,0.18,,2.9,,40,1.75,17.3,,24.9,,,,47.1
23/3/2004,,,40.2,267,,,,1.61,8.4,,,1.12,5.3,0.17,,5.6,,47.3,2.07,19.4,27.6,276,,,,1.76,8.69,,,,3.8,0.67,,5.2,,40.2,2.54,17.3,,40.2,,,,47.3
